line_1,line_2,line_3,source,line1_syllables,line2_syllables,line3_syllables
cimetière d'église,un nuage de corneilles plane,sur les anges de pierre ,tempslibre,6,9,7
je photoshoppe,mes photos de mariage,solstice d'hiver ,tempslibre,5,7,5
après la soirée,nous soufflons les bougies,pour écouter les étoiles ,tempslibre,4,6,6
ses hanches,agitent notre conversation sur le sexe,chaleur d'été ,tempslibre,3,13,2
la lune froide...,je recycle un rêve,de ma jeunesse ,tempslibre,5,6,5
la nuit avance,la secrétaire réajuste,son top décolleté ,tempslibre,5,7,4
j'écris un haïku...,mon verre à vin se remplit,de soleil ,tempslibre,4,7,3
on parle du divorce,chaque gorgée de thé plus amère,que la précédente ,tempslibre,7,8,4
prairie ...,entre le ciel et la terre,un aigle ,tempslibre,2,8,3
la marque de son nez,à la fenêtre des soins palliatifs ..,une tache de soleil ,tempslibre,6,8,7
neige sur neige ...,l'épaisseur de la nuit,dans ce grenier ,tempslibre,5,5,4
Gaza au crépuscule ...,pleurant des vieilles larmes,à un nouvel enterrement ,tempslibre,6,7,7
le cri d'un corbeau ...,le ciel d'hiver s'assombrit,dans la prairie ,tempslibre,5,7,4
une longue file de voitures,derrière le corbillard,passage des oies de neige ,tempslibre,10,7,8
entre les cris,du bébé du voisin,la 9ème symphonie ,tempslibre,4,4,5
voyageant,loin en pensée ...,fenêtre de soins palliatifs ,tempslibre,2,4,7
montée de la lune des moissons ...,un tremblement,dans la voix du migrant ,tempslibre,9,4,6
session de thérapie:,la pluie d'hiver sur la fenêtre,creuse le silence ,tempslibre,5,8,6
sirènes distantes,sur le pont frontière,une lune de sang ,tempslibre,5,6,6
son visage,dans mon whisky,la lune flotte,tempslibre,4,4,5
une par une,les lucioles s'échappent de mon bocal en verre...,nuit étoilée ,tempslibre,5,13,3
la chanson de rizière,que ma mère me chantait ...,première pluie de printemps ,tempslibre,7,6,7
premier essai,de son soutien-gorge de mastectomie,rose d'hiver ,tempslibre,4,11,4
véranda des spoins palliatifs ...,une jeune fille ouvre sa bouche,à la pluie de printemps ,tempslibre,7,11,5
premier baiser --,derrière l'étagère des livres,son odeur s'attarde ,tempslibre,4,8,6
premier rendez-vous,le cobra tatoué monte,de son décolleté ,tempslibre,5,7,4
fin d'été,mes empreintes dans le sable,un peu plus profondes ,tempslibre,1,8,6
lune du crépuscule --,un trou dans le châtaignier,rempli d'étoiles ,tempslibre,6,6,4
ses cheveux noirs,voilent nos mains qui prient ...,église de l'hospice au crépuscule ,tempslibre,4,6,10
délocalisation des emplois ...,la dernière lueur du soleil couchant,à l'horizon ,tempslibre,8,10,3
Parfum fragile,d'un orage d'été,le sillage de la foudre ,tempslibre,5,4,8
nuit de givre ,après notre orage ,Je fais du thé en silence ,tempslibre,4,6,7
pièces de monnaie qui tintent,... les clochettes,du camion de crème glacée ,tempslibre,8,4,7
nuit de givre...,je verse plus de rhum,sur le pain aux raisins ,tempslibre,4,6,6
lune noire... ,un scorpion se faufile à travers ,le toit de chaume ,tempslibre,4,9,5
vent froid et sec,l'odeur de conserve,du radis japonais ,tempslibre,4,6,6
bruit d'une phalène,piégée dans une lanterne en papier,pluie estivale ,tempslibre,5,11,5
le bruit d'une phalène,prise dans une lanterne de papier,pluie d'été ,tempslibre,6,11,1
oh la fille aux cheveux bleus,tes bas et tes Docs me font,un peu plus vieux ,tempslibre,8,7,4
gelée à nouveau,sous la douce neige de printemps,les fissures du beton ,tempslibre,4,9,7
vent froid d'automne,dans toutes les fentes,les yeux des chats de la grange ,tempslibre,5,6,8
Cabinet de l'urologue -,la photographie encadrée,des cataractes ,tempslibre,8,8,5
le cliquetis,des machines,troisième équipe ,tempslibre,4,4,5
ferme abandonnée-,le plus sombre du crépuscule d'automne,dans les fenêtres vides ,tempslibre,6,11,6
"sur le sentier,","hors du sentier,",la sauterelle... ,tempslibre,4,4,5
givre de printemps --,le canon du parc pointé,vers l'église,tempslibre,5,6,3
jour ensoleillé,une guêpe goûte,la bière de chacun,tempslibre,4,6,6
roses flétries --,une femme chauve attend,le taxi ,tempslibre,3,8,3
crépuscule --,le bocal à conserves rempli,de lucioles,tempslibre,3,8,4
vagues déferlantes -,mes pensées vont et viennent,avec la marée,tempslibre,5,7,5
aurore boréale,la vapeur monte,de la tasse de café,tempslibre,6,5,6
entaillée dans son bras,une ligne pour chaque jour entre,Noel et Nouvel-an ,tempslibre,6,10,5
cherchant quelque chose,dans le fond de la tasse,le soleil bas d'automne ,tempslibre,6,7,7
un granité avant,l'équipe de l'après-midi,ombres courtes ,tempslibre,5,6,4
deux lunes,quelque part entre les ports,elle lui dit que c'est fini ,tempslibre,3,7,8
les ombres s'allongent,des choses les mieux dites,dans une lettre ,tempslibre,6,7,5
perçant les pierres,tout au long de la promenade,les cigales et les sonneries de gsm ,tempslibre,5,9,10
trop chaud pour magasiner,les guêpes boivent,à la fontaine urbaine -,tempslibre,7,5,7
nos baisers d'adieu,un mélange de sel,et de piments doux ,tempslibre,5,5,5
pluie d'octobre,durant toute la nuit,ma pierre au rein ,tempslibre,4,6,5
le soldat regarde,par dessus son épaules,les herbes d'automne ,tempslibre,6,6,6
à mi-chemin vers la maison,une pinte de stout,pour garder le froid dehors ,tempslibre,7,6,7
rentré du froid,juste un cube de sucre en plus,dans mon café ,tempslibre,3,10,3
premier jus,une guêpe solitaire explore,le pressoir à pommes ,tempslibre,3,11,5
premier bouton d'or,trois lignes de coke,sur la table de cuisine ,tempslibre,5,6,8
chrysanthèmes,la fille sans-abri serre,son enfant plus fort,tempslibre,3,8,5
dans le metro,l'iPod de quelqu'un d'autre,joue notre chanson,tempslibre,4,8,5
trop chaud pour dormir,je cherche la trace de mon fils,sur l'allée devant la maison,tempslibre,5,9,8
travaillant tard,le son d'un petit papillon brun,contre l'abat-jour,tempslibre,4,9,5
oiseaux de haie,trois gamins partagent un pétard,près de la porte de l'école,tempslibre,4,8,7
soleil et neige,les réservistes,guettent la boite aux lettres,tempslibre,5,4,8
fleurs d'aubépine,trois gamins traquent,des terroristes,tempslibre,4,5,5
chambre de garçon,un nid de merle,trouvé au fond du lilas,tempslibre,5,5,6
les dents dans un verre,l'infirmière retire son vase,de jacinthes bleues,tempslibre,6,10,5
glacées par les vents de printemps,des gamines sniffent des déodorants,derrière le gymnase,tempslibre,8,10,7
une enfant perdue,dans la salle des poumons d'acier,ses jonquilles,tempslibre,6,9,4
bientôt la maison,la pleine lune entre,deux maisons,tempslibre,4,7,3
thé l'après-midi --,le vieux rosier grimpant,un peu plus blanc,tempslibre,3,6,4
féérie de l'hiver,même la voiture incendiée,semble belle,tempslibre,4,9,4
bientôt Noël ~,penser comment révèler au mieux,que papa bat maman,tempslibre,2,7,6
le cycle du temps,elle écrit sa mère,cherchant une veine,tempslibre,5,5,6
soleil levant,soudain le sumac,s'enflamme ,tempslibre,4,5,3
la lune,pas tout à fait pleine,mais pleine assez ,tempslibre,3,5,5
Jour de mariage --,dans les yeux de la mariée,le sourire du groom ,tempslibre,5,8,6
pluie de minuit...,maintenant à chaque minute,"l'herbe, reverdit ",tempslibre,4,8,5
minuit,je lis un haïku,sur le sommeil ,tempslibre,2,5,4
le cri froid,d'une pie ?,première lueur du jour ,tempslibre,3,3,6
conduite en hiver,presque aveuglée,par une parhélie,tempslibre,6,5,5
le lever du soleil,les voix des corbeaux,l'élèvent plus haut,tempslibre,6,5,3
jour du Canada,ce pays et moi,vieillissons ensemble ,tempslibre,5,4,6
terrain de jeu de l'ocean,la manière dans les souvenirs vont et viennent,avec la marée ,tempslibre,7,13,5
hiver sans fin,la neige plus douce alors que nous attendons,un nouveau petit-fils ,tempslibre,4,13,6
sous la neige,la même terre,attend attend ,tempslibre,4,4,4
tulipes enfouies -,le doux silence,de la neige d'avril ,tempslibre,5,5,6
d'Hiroshima,à Sendai . . . ,tant de choses juste passées ,tempslibre,4,2,8
tempête de neige,trop de flocons,pour le haïku ,tempslibre,5,4,4
les jours s'allongent,je éteins les lumières,de Noël ,tempslibre,5,6,2
pluie de perseïdes,la prise de sa respiration...,une autre contraction ,tempslibre,5,9,7
l'épée de mon grand-père...,l'impénétrable silence,de la neige qui tombe ,tempslibre,5,6,7
après-midi maussade...,même la neige fraîche,est teintée de gris,tempslibre,6,6,5
neige de fin d'hiver,le sifflement d'un train au lointain,découpe mon silence ,tempslibre,6,9,6
les gouttes d'eau tombent,dans ma tasse de café,pluie d'été ,tempslibre,6,6,1
lune froide de mai ...,la longue route s'étire,au delà de la vue ,tempslibre,6,7,5
nuit couverte,peut-être les étoiles brillent plus fort,sur Gaza ,tempslibre,4,9,3
discussion de joggeurs . . . ,le héron et moi,immobiles,tempslibre,6,4,4
neige nouvelle,j'ai presqu'oublié,notre dispute,tempslibre,5,5,5
la grenouille taureau,sous la mangeoire,juste assise,tempslibre,6,5,5
ma fille enceinte,regarde,la grenouille taureau de pierre,tempslibre,6,3,9
marée haute,les empreintes d'hier,parties,tempslibre,4,5,2
déclaration à la douane --,seulement le souvenir,de l'eucalyptus,tempslibre,6,7,5
déclaration à la douane --,déterminant la valeur,du nouveau haïku,tempslibre,6,6,5
lueur du grand-feu,ma nièce ses mains en coupe,autour d'une luciole,tempslibre,4,8,7
Eveil,Odeur de pluie,deux nouveaux haiga ,tempslibre,2,4,5
bruit de la pluie -,pénétrant dans mon sommeil,à l'aube,tempslibre,4,5,2
un policier observe la foule,au carnaval des enfants,les dents du cheval,tempslibre,10,7,5
la porte claque,le roulement de tonnerre,plus fort,tempslibre,5,8,2
alerte d'ouragan,les fleurs souvages,sans papillons,tempslibre,6,5,4
noyés,dans le bruit de la pluie,d'autres bruits familiers,tempslibre,1,6,6
premier rendez-vous,même pas remarqué,la nouvelle lune,tempslibre,5,5,6
café froid,elle découpe le faire-part,hors des journaux,tempslibre,2,8,4
cercle de pierres ancien,l'écoulement,du chant d'un rouge-gorge,tempslibre,7,3,7
sa peau,pâle sous la lune,reflux,tempslibre,2,5,2
derrière les rideaux,son regard glisse de fenêtre,en fenêtre,tempslibre,6,8,3
dans le grenier,le son de la pluie de mars,tellement fort,tempslibre,4,7,4
jour de chaleur --,la fraicheur à l'intérieur,d'une pomme,tempslibre,4,5,4
ses petits doigts,fermement agrippés au crayon,-- écrivant son nouveau nom,tempslibre,4,7,6
maison à vendre --,les pissenlits autorisés,à fleurir,tempslibre,4,7,2
éclair de chaleur,le poids,d'un moineau ,tempslibre,4,2,3
transit de navetteurs,l'haleine de la vache à travers,les lattes de la bétaillère ,tempslibre,6,9,7
secure unit,a patient's cup,collecting rain,tempslibre,5,4,4
mur de pierres sèches,la brume de la colline remplit,chaque espace,tempslibre,5,10,5
orage,l'odeur d'une lande,se mêle à la pluie ,tempslibre,3,6,4
poste frontière,les hirondelles mangent,des deux cotés ,tempslibre,5,7,3
il appelle,les moineaux de la rue,un oiseau en cage ,tempslibre,4,6,6
brouillard de printemps,la pie,monochrome ,tempslibre,5,2,4
brume en montagne,je laisse une boule de neige,au sommet du cairn ,tempslibre,6,10,5
retraités en promenade,le lent goutte à goutte,du toit de chaume ,tempslibre,7,6,5
pluie torrentielle ,la nuit n'a pas de réponse,pour un agneau bêlant ,tempslibre,5,7,5
les jours s'allongent,le turquoise se marque plus,sur la poitrine d'un étourneau ,tempslibre,5,8,8
maison vide,peindre par dessus,les marques de croissance sur le mur ,tempslibre,4,5,10
été indien,le balayage peut attendre,un autre jour ,tempslibre,2,8,4
route romaine,j'emporte la poussière,plus au nord ,tempslibre,5,7,3
faire l'amour,avec passion toute la nuit,le bruit du trafic,tempslibre,4,8,5
catalogues de graines,dans le courrier du jour --,les flocons de neige du matin,tempslibre,7,6,9
habits du dimanche,sa salopette,lavée et repassée ,tempslibre,6,5,6
le cri du loup traine,s'estompe,dans le silence inquiétant de la nuit ,tempslibre,6,3,11
tentation d'hiver --,dans le catalogue des semences,des tomates parfaites ,tempslibre,5,10,7
froid du Minnesota,même les motos,hibernent ,tempslibre,6,4,3
espèces invasives,mon coiffeur me fait remarquer,mes premiers cheveux blancs ,tempslibre,6,8,6
jardin Zen,à chaque tempête,un nouveau départ ,tempslibre,3,4,4
motel bon marché,le réceptionniste,ferme les yeux ,tempslibre,4,5,4
nuit froide,la veilleuse de couloir,clignote ,tempslibre,3,7,3
pluie forte --,le bateau pourri,essaie de flotter à nouveau ,tempslibre,3,5,7
pluie lourde ---,dans la farm belt,les coiffeurs font le plein ,tempslibre,3,4,6
paysage de désert,la pluie va venir et l'eau...,se souvient de chaque chemin ,tempslibre,5,7,8
pluie forte --,les vieilles bottes de caoutchouc,pas hautes assez ,tempslibre,3,8,5
pluie forte--,les graines de mes fleurs poussent,dans le jardin du voisin ,tempslibre,3,8,7
café de petite ville,seuls les étrangers,prennent des menus ,tempslibre,7,4,5
avis de tempête...,une dispute de rue,en vient aux mains ,tempslibre,5,7,4
le printemps,quelques pâtés de maisons plus proches,qu'hier ,tempslibre,3,8,2
premier jour de printemps,des chandelles de glace obstinées,pendent encore ,tempslibre,6,10,5
gel précoce,ils reportent,leur mariage ,tempslibre,3,4,4
des voix dans le soir,les rideaux de la fenêtres,s'agitent ,tempslibre,5,7,3
solstice d'hiver --,son passage,fait pencher la flamme de la bougie ,tempslibre,5,4,10
bord de lac,le brouillard rend l'appel de l'huard,beaucoup plus obsédant ,tempslibre,3,8,5
route vers la rivière,il s'arrête pour acheter,une boite de vers ,tempslibre,7,7,6
l'orignal grogne. à nouveau.,les murs de nylon de la tente,semblent plus minces ,tempslibre,7,9,5
pluie continue ~~,elle peste sur son chef,tout le souper ,tempslibre,4,7,4
premier avis de gel -,elle ne se verse plus,son café ,tempslibre,6,7,2
recyclage --,les vieilles histoires prennent un nouveau tour,au moulin à rumeurs ,tempslibre,4,12,5
scandale à la mairie,le moulin à rumeurs de la ville,passe à trois équipes ,tempslibre,6,9,5
mi-avril,même dans les ombres,la glace fond ,tempslibre,3,5,4
l'hiver revient,une pomme obstinée goutte,si.lent.ement ,tempslibre,4,9,4
refroidissement -,tomber à court de mouchoirs,avant midi ,tempslibre,5,6,4
patience.,sur le quai il est assis à côté,d'une boite de vers ,tempslibre,3,7,6
préavis de tempête,il envoit les enfants,chez les voisins ,tempslibre,5,6,4
glace mince,il critique sa sauce,devant l'invité ,tempslibre,4,7,4
un air d'automne,cette légère pause avant qu'elle arrache,ses premiers cheveux gris ,tempslibre,5,13,6
virage à droite,le tintement des clés d'église,à la tea party ,tempslibre,5,7,4
migration d'automne,les moissonneurs itinérants,remontent vers le nord ,tempslibre,6,7,6
mi février,le premier étalage de graines de jardin,au magasin général ,tempslibre,2,12,5
premier signe du printemps,les pelles à neige tombent,à moitié prix ,tempslibre,7,7,3
jours sombres d'hiver,le dentiste explique son,plan de paiement ,tempslibre,5,8,4
jours sombres d'hiver,une autre boite aux lettres se perd,dans la neige charruée ,tempslibre,5,11,7
jours sombres de l'hiver,à la fenêtre de mon bureau,je regarde le lever de soleil ,tempslibre,6,7,10
sentier de portage,des voyageurs ont marché où je marche,ancien granit ,tempslibre,6,9,4
ouverture de la pêche,les leurres sophistiqués,attrapent aussi les branches ,tempslibre,7,7,8
petite ville -,le chariot de bienvenue,rouille lentement ,tempslibre,5,7,5
glace épaisse sur la rivière,ce message dans la bouteille,n'a pas bougé d'un pouce ,tempslibre,9,9,6
tempête de neige de début mars,son cerf-volant pend au plafond,prenant la poussière ,tempslibre,8,8,6
week-end du Président,tout ce linge sale,trié par les mères ,tempslibre,5,6,4
autoroute de désert,dans le rétroviseur,des éclairs bleus ,tempslibre,6,5,3
lune géante.,tous les voisins partagent,la même lumière de jardin ,tempslibre,4,7,8
la jeune glace du lac chante,un son plus ancien,que les empreintes ,tempslibre,9,5,5
carrefour ~~,"chaque ""O"" du stop",a des trous de balles ,tempslibre,3,5,6
neige d'avril épaisse,des rossignols se battent sur,les pommes sauvages déssèchés,tempslibre,6,8,6
pluie de printemps -,"après ""Cher Ed""",le papier reste blanc,tempslibre,4,3,6
couloir de tornade,dans les les débris ,les affiches de saisie,tempslibre,6,4,7
vieille ville industrielle,chaque maison de la compagnie,une copie,tempslibre,8,9,4
longue nuit d'hiver,après le chapitre six,le thé est froid,tempslibre,5,6,3
première vague de froid,toutes les couettes,encore au nettoyage,tempslibre,7,5,7
Matin de Noël,grand-papa explique que les yoyos,n'ont pas besoin de piles,tempslibre,4,9,7
nuit sans lune --,"dehors, sur l'île quelqu'un",pèse sur le klaxon,tempslibre,4,7,5
lune des moissons --,au coeur du pays son rire,remplit encore la cuisine,tempslibre,5,7,9
marée descendante --,ils ont soudain,froid aux pieds,tempslibre,6,4,3
