line_1,line_2,line_3,source
lecture lente~,le chuchotis de la pluie,sur le jasmin ,tempslibre
écho de dispute~,au fond du jardin les grenades,éclatées ,tempslibre
dernier de Septembre~,l'odeur des braises,qu'on éteint ,tempslibre
le juste poids,sur la balance sous mes pieds~,équinoxe d'automne ,tempslibre
l'odeur de melon,s'échappe de la cave~,lune du matin ,tempslibre
la douceur,de la figue noire dans ma bouche~,soir sans lune ,tempslibre
matin de l'aïd~,plaqué au mur un moustique,gonflé de sang ,tempslibre
le tintement,de la vaisselle qu'on range~,cigale du soir ,tempslibre
balade du soir~,au niveau des jasmins nos ombres,un peu plus lentes ,tempslibre
brume de chaleur-,l'odeur de melon,dans le blender ,tempslibre
ciel bas-,le vendeur empile,ses citrons ,tempslibre
sortie d'usine-,le pissenlit lâche,ses aigrettes ,tempslibre
la surface luisante,de la tarte au chocolat~,nouvelle lune ,tempslibre
soir sans lune-,une autre couche de chocolat,sur la crêpe ,tempslibre
matin brumeux-,mon pamplemousse barbouillé,de sucre ,tempslibre
heure d'été-,j'allège mon haïku,d'une ligne ,tempslibre
douceur du printemps~,les ongles multicolores,de la kiné ,tempslibre
premiers beaux jours~,une fève s'échappe,de la gousse ,tempslibre
la petite cave,déborde de bocaux~,lune de jour ,tempslibre
passant repassant,la brosse dans ses cheveux-,lune pleine ,tempslibre
terrasse de café-,les traces de rouge sur la paille,de la niquabée ,tempslibre
soir froid-,l'odeur du smen,dans le riz ,tempslibre
nuit sans lune~,combien de papillons morts,pour cette ampoule! ,tempslibre
tarawih*~,que de papillons sacrifiés,pour ce lustre! ,tempslibre
un bol de soupe,puis un autre-,pluie froide,tempslibre
fête de la révolution-,barbouillé de nuages,l'arc-en-ciel ,tempslibre
nouvelle année-,libérer un peu de place,dans la cave ,tempslibre
la lente balade,du soleil dans le salon~,envie de paresse,tempslibre
jour trop court~,jusqu'au fond des placards,le soleil ,tempslibre
fin de l'année~,quelques pièces manquent encore,au puzzle ,tempslibre
oranges pressées~,le quartier de lune,traîne un peu ,tempslibre
l'ancienne anarchiste,deux mèches rebelles dépassent,de son foulard ,tempslibre
enfants yemenites-,la lente agonie,des fleurs d'agaves ,tempslibre
une poignée,de lentilles sur la salade-,Géminides ,tempslibre
automne profond~,nichée sur mes doigts l'odeur,de mandarine ,tempslibre
pluie fine~,une pincée de muscade,dans la soupe de citrouille ,tempslibre
dîner entre amis~,l'amertume,d'un pépin de citron ,tempslibre
gelée matinale~,le chant des cueilleuses d'olives,autour du feu ,tempslibre
trois niqabées*,se pressent vers la mosquée~,black friday ,tempslibre
jour trop court~,un bouquet de blettes dépasse,du couffin*,tempslibre
première flambée~,le croquant du pain d'orge,dans la tbikha* ,tempslibre
miroir d'automne-,pas encore,ma mère ,tempslibre
brumaille d'Octobre-,une touche d'harissa,sur les œufs brouillés ,tempslibre
matin radieux d'automne~,un soupçon de je ne sais quoi,dans le café ,tempslibre
brume du matin,du pain chaud,pour l'huile nouvelle ,tempslibre
heure d'hiver~,l'amertume,d'un chocolat noir,tempslibre
lumière d'Octobre~,mes doigts noircis,par les grenades ,tempslibre
un voile de sucre,sur le pamplemousse~,soleil brumeux ,tempslibre
soleil déclinant-,dans ma bouche l'amertume,d'un pamplemousse ,tempslibre
l'odeur de pain,emplit la bourgade~,lune de l'aube ,tempslibre
légères vibrations,de la balance sous mes pieds-,bientôt l'équinoxe ,tempslibre
voix d'automne~,l'écho lointain,d'une flûte ,tempslibre
soleil fuyant-,un peu plus de safran,dans le riz ,tempslibre
matin de l'Aïd~,figé au sol un moustique,gonflé de sang ,tempslibre
crépuscule d'été~,l'odeur des braises,qu'on éteint ,tempslibre
marées montantes-,la blancheur du linge,sur les toits,tempslibre
potager du matin~,croquer les concombres,sans les laver ,tempslibre
salle d'attente du cardio~,la guerre,à portée de main ,tempslibre
nuit sans lune~,la blancheur de la boule,de sorbet ,tempslibre
jour de feu-,deux enfants,dans une bassine ,tempslibre
canicule-,on suffoque,chez le glacier ,tempslibre
clair de lune-,des glaces,de tous les parfums ,tempslibre
aube nue~,deux tractopelles ramassent,la plage ,tempslibre
pluie intermittente~,si près si loin,le grillon ,tempslibre
tas d'herbes sèches~,le printemps ,dans un sac poubelle ,tempslibre
me penchant,sur le premier jasmin~,lune pleine ,tempslibre
matin brumeux~,une rondelle de citron flotte,sur mon thé ,tempslibre
muezzin de l'aube-,les ronrons du chat,dans mon oreille ,tempslibre
un bol de soupe,puis un autre~,soir froid de Mars ,tempslibre
les jours rallongent-,dans les rangs de fèves,s'attarder un peu ,tempslibre
balade à la médina~,de ruelle en impasse,ma fille hâte le pas ,tempslibre
ce soir,je n'ai pas d'âge~,lune d'équinoxe ,tempslibre
sans arrêt,sourit le bébé~,arums des prairies ,tempslibre
école de campagne-,attachés à un arbre,deux ânes attendent ,tempslibre
lune à l'horizon~,la dernière poule,sur le perchoir ,tempslibre
jour froid,l'odeur de praline emplit,le souk,tempslibre
ah ce jour d'été,où me prit soudain une envie,de loukoum ! ,tempslibre
loukoum fondant~,le jerbi* n'a en bouche,que son île natale ,tempslibre
froid piquant~,une noix de crème fraîche ,dans la soupe d'ortie ,tempslibre
jour de neige~,mes joues rougies,par le four ,tempslibre
touffeur~,pour faire mûrir les grenades,dit-il ,tempslibre
matin brumeux~,l'odeur d'encens remonte,les escaliers ,tempslibre
les jours rallongent~,de plus en plus hautes,les orties ,tempslibre
aube du nouvel an~,le cri retentissant,du muezzin,tempslibre
matin du nouvel an~,sur ses lèvres,le rouge de la veille ,tempslibre
lune du nouvel an~,le conseil des chats,autour des poubelles ,tempslibre
première lune~,elle range le linge,de l'an passé ,tempslibre
grosse lune du loup~,quartier après quartier le panier,de sanguines ,tempslibre
longue nuit d'hiver~,de fenêtre en fenêtre,la lune,tempslibre
mince croissant de lune~,la voix du muezzin se perd,dans l'embouteillage ,tempslibre
jour le plus court~,la lente balade du soleil,dans le salon ,tempslibre
soleil pâle~,l'odeur du safran,dans la paella ,tempslibre
le burnous* de mon père,sur les épaules de mon neveu~,nouvelle année,tempslibre
lune froide~,à petit feu,l'assida blanche* ,tempslibre
l'hiver à grand pas~,dans la rue de plus en plus,de foulards ,tempslibre
matin gris,mais cet oeuf,dans la poêle ,tempslibre
jours courts~,ma place au soleil,dans la bibliothèque ,tempslibre
un voile de sucre ,sur le pamplemousse rose~,soleil sous la brume ,tempslibre
pluie froide~,une heure à épaissir l'assida,à feu doux ,tempslibre
nuit froide~,la douce berceuse,de la machine à coudre ,tempslibre
un pamplemousse rose,pour chasser le blues~,lune de l'aube ,tempslibre
premières gelées~,l'odeur de la muscade,dans le gratin ,tempslibre
siège social~,d'étage en étage la guerre,des parfums ,tempslibre
premiers froids~,dans chaque graine de bourghoul*,le goût de braise ,tempslibre
chuchotis de cocotte~,loin si loin le temps du bourghoul*,au feu de braise ,tempslibre
deux bottes de blettes,dans le tchich* ~,jour pluvieux ,tempslibre
le jour décline~,l'absence du chat,plus pesante ,tempslibre
brouillard épais~,le bruit des olives qui tombent,sur la bâche,tempslibre
lune croissante~,la voisine de nouveau,enceinte ,tempslibre
brouillard d'automne~,une vague connaissance,dans la nécrologie ,tempslibre
heure d'hiver~,un peu plus de chocolat,dans les muffins ,tempslibre
douceur d'Octobre~,le soleil fume ,dans la tasse de thé,tempslibre
plage d'automne~,l'acharnement des mouettes,sur une carcasse ,tempslibre
matin solitaire~,sur la tête du chat un mélange,de parfums ,tempslibre
longue nuit d'automne~,les profonds soupirs du chat ,dans mon oreille ,tempslibre
sous l'arbre vert,ramassant des figues sèches~,jour d'équinoxe ,tempslibre
lune ronde,à la porte la vieille égrène,son chapelet ,tempslibre
jour de rentrée~,le silence tombe ,sur le mûrier ,tempslibre
matin d'Aïd~,le rouge sang,des grenades ,tempslibre
lune voilée~,si brillants les yeux,du chat mort ,tempslibre
premiers frissons~,j'enterre le chat,dans ma robe d'été ,tempslibre
heure de sortie~,la conférence des cheveux blancs,devant les grilles ,tempslibre
le vent de nuit,serpente dans les ruelles~,querelles de chats ,tempslibre
pluie de fin d'été~,tous ces vieux objets,dans la cave ,tempslibre
herbe sèche~,toutes ces folies,que je n'ai pas faites ,tempslibre
ciel étoilé~,deux noces se disputent,le soir ,tempslibre
midi d'août~,le soleil mijote au fond,de la cocotte ,tempslibre
la jeune piqueuse,couchée sur sa machine connait-elle,Zalando! ,tempslibre
je tonds la pelouse~,l'ombre du palmier a déjà,franchi la clôture ,tempslibre
rien ne bouge,même pas les robes légères,sur la corde ,tempslibre
éclipse partielle~,le vieux chat,titubant ,tempslibre
conflit~,le garçon piétine l'ombre,de son père,tempslibre
Aube sur la vallée-,le chant des cueilleuses d'abricots,transperce la brume ,tempslibre
fenêtre sur vallée-,l'odeur de melon transperce,la nuit,tempslibre
soleil de Juillet-,tout l'hiver,sur la corde à linge ,tempslibre
fraîcheur de Juin,deux feuilles de menthe,dans la limonade ,tempslibre
marché de campagne~,le vent dans les fleurs,de sa robe ,tempslibre
bouquet de roses~,sur sa robe blanche,quelques gouttes de vin ,tempslibre
vieux puits~,avec le seau remonte,une ancienne douleur ,tempslibre
averse de juillet~,quelques gouttes d'eau de fleurs d'oranger,dans mon café ,tempslibre
pas un souffle,dans l'immense plaine~,étoiles filantes ,tempslibre
matin de juillet-,le coton parade,dans le ciel bleu ,tempslibre
amandes amères~,la plus joyeuse de écaleuses d'amandes,n'a plus de nez ,tempslibre
heure de la sieste~,dans la rue se pressent une niquabée*,et son ombre ,tempslibre
fraîcheur du matin,collé à l'interrupteur,un papillon de nuit,tempslibre
fenêtre ouverte ,un papillon sur la rose,du canapé ,tempslibre
rivière à sec~,au loin le tintement des seaux,autour des puits ,tempslibre
souks de la medina,entre encens et épices,me frayer un chemin ,tempslibre
souks de la médina~,dans chaque boutique,le salut d'un chat ,tempslibre
sondant mon puits~,cerf-volant ,au vent ,tempslibre
soif de Ramadhan~,les étals débordent,de parfum ,tempslibre
fardés poudrés,les abricots racolent,dans le verger ,tempslibre
foule au souk,les abricots en cageots,suffoquent ,tempslibre
soir d'hiver,dans la foule un inconnu,que je connais ,tempslibre
canicule~,dans le mûrier chuchotent,les moineaux ,tempslibre
ciel gris,trois nouvelles étoiles,sur le jasmin ,tempslibre
pluie de mai,concert d'étoiles,dans la mare ,tempslibre
route du port,dans les couleurs des fleurs,l'odeur de poisson ,tempslibre
printemps battant~,toutes ces épices,dans ma cuisine! ,tempslibre
rafales de Mars,la première fleur de jasmin,a passé la nuit,tempslibre
écossant des fèves,la tortue surgit,de je ne sais où,tempslibre
à même la table,avec les cuisses en l’air,la dinde farcie ,tempslibre
mes souliers vernis,avec un peu de poussière,de l'année écoulée ,tempslibre
panorama de la préhistoire,entre l’Aurignacien et le Solutréen,un papillon se pose ,tempslibre
papillon libre,un peu de poussière d'écailles,sur mes doigts ,tempslibre
vieille cave,un rosé du Luberon,le ploc du bouchon ,tempslibre
Repas d’anciens,entre la poire et le fromage,on parle prostate ,tempslibre
Sur la nappe tachée,on n’en finit plus de ramasser,des étoiles en plastique ,tempslibre
Manège chromé,des jeunes filles fardées,encore jolies ,tempslibre
Nuit noire sans lune,un léger parfum de fleurs,sous les cerisiers ,tempslibre
flûte de bamboo,le parfum,du thé vert,tempslibre
à la fin,d'une longue courbe d'apprentissage,un casque de cheveux blancs,tempslibre
mon vague souvenir ,de ce qui nous lie ,pluie d'été ,tempslibre
le mascara de la nuit dernière,autour de mes yeux,chaleur de l'été ,tempslibre
unité de soins de mémoire,par la fenêtre,la neige fondante ,tempslibre
la sensation de mon ventre,sur le tien,des poires douces ,tempslibre
se plissant lentement,en rides,les tatouages du motard ,tempslibre
café au bord de la route,un autre étranger,parle de la tempête ,tempslibre
quittant la maison,le parfum des lilas,dans un vase ,tempslibre
j’arrange,et réarrange les fleurs,matin de printemps ,tempslibre
jour du déménagement,le poids des cartons,non encore faits ,tempslibre
saison des criquets,une lente promenade,dans le quartier ,tempslibre
boxe,avec mes ombres,nuit de pleine lune ,tempslibre
à mi-chemin entre ici,et nulle part -,un rêve brisé par l'hiver ,tempslibre
fraîcheur de l'automne,le mascara de la nuit dernière,autour de mes yeux ,tempslibre
bientôt le crépuscule,un désir,sans nom ,tempslibre
déshabillée,par tes mots,froid d'octobre ,tempslibre
matin d'automne,du sucre en plus,dans mon thé ,tempslibre
les coups s'estompent,un chant d'oiseau,dans le lointain ,tempslibre
un week-end,avec mon amoureux,... fleurs sauvages ,tempslibre
après la tempête de pluie,une autre pensée,au sujet de la nuit dernière ,tempslibre
attendant,que les médicaments fassent effet,pleine lune ,tempslibre
tout,ce que je ne suis pas,pluie d'hiver,tempslibre
un vétéran au coin de la rue,tenant une pancarte,... le fils de quelqu'un ,tempslibre
matin d'automne,un sucre de plus,dans mon thé ,tempslibre
deux pillules,passé minuit,lune cachée ,tempslibre
froid de l'automne,le mascara de la nuit dernière,autour de mes yeux ,tempslibre
divorce tribunal,des talons rouges,une dernière fois ,tempslibre
jour de lessive,mon nouveau jeans,de la couleur de minuit ,tempslibre
Faisons comme si,cela ne comptait pas ...,fin du jour ,tempslibre
autre condisciple ...,le tas de fleurs,parle de lui-même ,tempslibre
amour de week-end,un appel d'oiseau,sans réponse ,tempslibre
qu'est ce que,tu voulais dire,bruine d'été ,tempslibre
le prix des pêches ...,discussion du dimanche,avec mon père ,tempslibre
après la pluie battante,une autre pensée,à propos de la nuit dernière ,tempslibre
chambre sans fenêtre,j'essaie,d'imaginer les fleurs ,tempslibre
matin de printemps,un seul oeuf reste,dans le frigo ,tempslibre
unité de soins de la mémoire,des flocons de neige fondent,à la fenêtre,tempslibre
rendez-vous par internet,un papillon volète,de rose en rose ,tempslibre
étoile du soir —,pli sur pli,les collines bleues silencieuses ,tempslibre
dégel de printemps,tout goutte,y compris mon nez ,tempslibre
froid de l'automne --,le moment pour un bol chaud,d'haricots ,tempslibre
étang gelé --,la lune prise,dans une fissure ,tempslibre
nuit de novembre --,l'odeur de feuilles qui brûlent,et de marshmallows ,tempslibre
coeur de l'été --,les sons et odeurs,d'une foire ambulante,tempslibre
souffles doux --,à la fenêtre,les dentelles de givre,tempslibre
lac tranquille --,le seul bruit,d'un poisson qui saute,tempslibre
pluie d'étoiles filantes --,dans le froid nos halètements,deviennent visibles,tempslibre
lumière tombante --,le frêne,lourd d'oiseaux,tempslibre
équinoxe d'automne --,un autre jour,dans ma nonantaine,tempslibre
