line_1,line_2,line_3,source
muezzin retentissant ~,un couvercle,sur le couscoussier ,tempslibre
nouvelles du front ~,j'hésite à ouvrir,une sakasli* ,tempslibre
la dernière bergamote,cachée dans le feuillage ~,lune des Nuits Noires* ,tempslibre
dernières étoiles ~,les graines de grenade,dans le zammit* ,tempslibre
muezzin* du couchant ~,le merle,dans le bougainvillier ,tempslibre
mince croissant de l'aube ~,du carafon d'huile ,les dernières gouttes ,tempslibre
les derniers fêtards,quittent le bar de plage ~,muezzin* de l'aube ,tempslibre
l'escalier à l'aller ,l'ascenseur au retour ~,équinoxe d'automne ,tempslibre
café sucré~,l'étreinte,d'un nouveau jour ,tempslibre
les notes d'un luth,s'élèvent du jardin voisin ~,brise du soir ,tempslibre
couvre-feu ~,un petit vent trahit,une noce ,tempslibre
couvre-feu allégé ~,prolonger encore un peu,la cuisson du pain ,tempslibre
le fracas ,d'un portail à l'aube ~,solstice d'été ,tempslibre
solstice d'été~,flirtant avec les chevilles ,sa robe bleue ,tempslibre
canicule ~,les craquements,d'une pastèque ,tempslibre
panne de réseau ~,l'écran bleu,du ciel ,tempslibre
la fugue du chat -,n'aura duré qu'un quart d'heure ~,mince croissant de lune ,tempslibre
hausse des prix ~,les sorra* foisonnent,sur mon café  ,tempslibre
temps des vaccins~,les abricots piquetés,de rouge ,tempslibre
restrictions assouplies~,une pluie de z'har*,sur le café ,tempslibre
croissant de l'aïd ~,une goutte d'eau de fleurs d'oranger,dans le café ,tempslibre
confinement en vue~,les liserons à l'assaut ,du trottoir ,tempslibre
muezzin du moghreb*~,trois chats têtes,dans les gamelles ,tempslibre
quatre feux,et la machine à pain ~,pluie battante ,tempslibre
matin de ramadan ~,dans toutes les bouches,le dîner ,tempslibre
premiers vaccins~,sortie enfin du placard ,la machine à coudre ,tempslibre
herbe grasse~,les dents aiguisées,d'une pelleteuse ,tempslibre
muezzin de l'aube~,le merle en mode,haut parleur  ,tempslibre
aube froide ~,"coq, muezzin et cafetière",à l'unisson ,tempslibre
long confinement~,la sorra* sur le café,prête à éclater ,tempslibre
un bol de soupe,puis un autre et un autre~,pluie glaciale ,tempslibre
étoiles de l'aube~,ces graines de capucine mises en terre,l'une après l'autre ,tempslibre
étoile du matin~,la tige dressée d'une graine,de capucine ,tempslibre
un bourdon,tombé sur le dos~,premier jour d'hiver ,tempslibre
grand ciel d'automne~,six fenêtres ouvertes,sur mon PC ,tempslibre
pluie diluvienne~,copieuuuuusement le chocolat,sur les choux ,tempslibre
un bout de beurre,dans le ventre de chaque datte~,lumière d'automne ,tempslibre
siège social~,d'ascenseur en ascenseur,la guerre des parfums ,tempslibre
armistice~,le bras replié,d'une pelleteuse ,tempslibre
chaleur d'Octobre~,sur mes lèvres le feu,d'un piment ,tempslibre
brume d'automne~,l'impression qu'il manque quelque chose,dans la liste de courses ,tempslibre
ma vie de retraitée~,la lente ébullition du café,dans le cezve ,tempslibre
aube d'automne~,juste un parfum oublié,dans l'ascenseur ,tempslibre
nouvel attentat~,au fond du jardin les grenades,rougissantes ,tempslibre
nouveau gouvernement~,sur les tomates,la grosse mouche rôde ,tempslibre
de chaque jardin,s'échappe un bruit de sécateur~,fin de l'été ,tempslibre
demi lune~,les deux chattes se disputent,un papillon de nuit ,tempslibre
Café des Délices*~,le rituel thé à la menthe,et la deuxième vague ,tempslibre
soirée sans lune~,la vadrouille,d'un sachet blanc ,tempslibre
jusqu'à la dernière goutte,mon café cezve*~,lune du matin ,tempslibre
retrouvailles~,le jasmin déborde,de la clôture,tempslibre
déconfinement~,le printemps tassé,dans des sacs poubelles,tempslibre
déconfinement~,une armée de mâles autour,de la chatte du coin ,tempslibre
matin de Ramadhan~,sur toutes les lèvres,le dîner ,tempslibre
heure du s'hour~,de tous ses chiens,la rue aboie ,tempslibre
confinement~,du papillon je n'ai vu,que l'ombre ,tempslibre
quarantaine~,la ronde d'inspection,du papillon ,tempslibre
vent frais de Mars~,l'odeur entêtante,de l'asphalte ,tempslibre
oignons de printemps~,le couteau,hésite ,tempslibre
averse de grêle~,trois gouttes d'eau de fleurs d'oranger,dans mon café ,tempslibre
deux soleils,dans le dessin de l'enfant~,les jours rallongent ,tempslibre
thé entre,vieilles copines~,rumeurs de printemps ,tempslibre
premier café~,l'odeur du nouveau,calendrier ,tempslibre
lisant,des haïkus de maîtres~,ciel pur de Janvier ,tempslibre
Dimanche froid~,une escapade dans le vieux,carnet de cuisine ,tempslibre
sortant les poubelles,un soir froid~,étoile éblouissante ,tempslibre
lune d'hiver~,il fut un temps où mes mains,étaient si blanches ,tempslibre
le rythme effréné,du lave-linge~,dernier de l'an ,tempslibre
quelques pièces,manquent encore au puzzle~,dernières heures de l'année ,tempslibre
lune des longues nuits~,insatiable,la chatte blanche ,tempslibre
matin brumeux~,le tonnerre,de deux cafetières ,tempslibre
la goutte d'huile,sur la nappe~,lune croissante ,tempslibre
Novembre finissant~,partie pour durer l'odeur de clémentine,sous mes ongles ,tempslibre
pluie d'automne~,l'odeur de l'aneth,dans le couscoussier ,tempslibre
ciel incertain~ , - le démarrage hésitant - ,du lave-linge ,tempslibre
soir sans lune~,la rondeur parfaite,du pain noir ,tempslibre
marché bondé~,trois grenades planquées,entre les oranges ,tempslibre
chaude journée d'Octobre~,la jupe entrouverte,d'une salade iceberg ,tempslibre
l'odeur,du pain qui lève~,grillons de l'aube ,tempslibre
lecture lente~,le chuchotis de la pluie,sur le jasmin ,tempslibre
écho de dispute~,au fond du jardin les grenades,éclatées ,tempslibre
dernier de Septembre~,l'odeur des braises,qu'on éteint ,tempslibre
le juste poids,sur la balance sous mes pieds~,équinoxe d'automne ,tempslibre
l'odeur de melon,s'échappe de la cave~,lune du matin ,tempslibre
la douceur,de la figue noire dans ma bouche~,soir sans lune ,tempslibre
matin de l'aïd~,plaqué au mur un moustique,gonflé de sang ,tempslibre
le tintement,de la vaisselle qu'on range~,cigale du soir ,tempslibre
balade du soir~,au niveau des jasmins nos ombres,un peu plus lentes ,tempslibre
brume de chaleur-,l'odeur de melon,dans le blender ,tempslibre
ciel bas-,le vendeur empile,ses citrons ,tempslibre
sortie d'usine-,le pissenlit lâche,ses aigrettes ,tempslibre
la surface luisante,de la tarte au chocolat~,nouvelle lune ,tempslibre
soir sans lune-,une autre couche de chocolat,sur la crêpe ,tempslibre
matin brumeux-,mon pamplemousse barbouillé,de sucre ,tempslibre
heure d'été-,j'allège mon haïku,d'une ligne ,tempslibre
douceur du printemps~,les ongles multicolores,de la kiné ,tempslibre
premiers beaux jours~,une fève s'échappe,de la gousse ,tempslibre
la petite cave,déborde de bocaux~,lune de jour ,tempslibre
passant repassant,la brosse dans ses cheveux-,lune pleine ,tempslibre
terrasse de café-,les traces de rouge sur la paille,de la niquabée ,tempslibre
soir froid-,l'odeur du smen,dans le riz ,tempslibre
nuit sans lune~,combien de papillons morts,pour cette ampoule! ,tempslibre
tarawih*~,que de papillons sacrifiés,pour ce lustre! ,tempslibre
pour mijoter,la mloukhia a tout son temps-,Dimanche froid ,tempslibre
un bol de soupe,puis un autre-,pluie froide,tempslibre
fête de la révolution-,barbouillé de nuages,l'arc-en-ciel ,tempslibre
nouvelle année-,libérer un peu de place,dans la cave ,tempslibre
la lente balade,du soleil dans le salon~,envie de paresse,tempslibre
jour trop court~,jusqu'au fond des placards,le soleil ,tempslibre
fin de l'année~,quelques pièces manquent encore,au puzzle ,tempslibre
oranges pressées~,le quartier de lune,traîne un peu ,tempslibre
l'ancienne anarchiste,deux mèches rebelles dépassent,de son foulard ,tempslibre
enfants yemenites-,la lente agonie,des fleurs d'agaves ,tempslibre
une poignée,de lentilles sur la salade-,Géminides ,tempslibre
automne profond~,nichée sur mes doigts l'odeur,de mandarine ,tempslibre
pluie fine~,une pincée de muscade,dans la soupe de citrouille ,tempslibre
dîner entre amis~,l'amertume,d'un pépin de citron ,tempslibre
gelée matinale~,le chant des cueilleuses d'olives,autour du feu ,tempslibre
trois niqabées*,se pressent vers la mosquée~,black friday ,tempslibre
jour trop court~,un bouquet de blettes dépasse,du couffin*,tempslibre
arrachant,un navet,quel froid ! ,tempslibre
première flambée~,le croquant du pain d'orge,dans la tbikha* ,tempslibre
miroir d'automne-,pas encore,ma mère ,tempslibre
brumaille d'Octobre-,une touche d'harissa,sur les œufs brouillés ,tempslibre
matin radieux d'automne~,un soupçon de je ne sais quoi,dans le café ,tempslibre
brume du matin,du pain chaud,pour l'huile nouvelle ,tempslibre
lumière d'Octobre~,mes doigts noircis,par les grenades ,tempslibre
un voile de sucre,sur le pamplemousse~,soleil brumeux ,tempslibre
soleil déclinant-,dans ma bouche l'amertume,d'un pamplemousse ,tempslibre
l'odeur de pain,emplit la bourgade~,lune de l'aube ,tempslibre
légères vibrations,de la balance sous mes pieds-,bientôt l'équinoxe ,tempslibre
voix d'automne~,l'écho lointain,d'une flûte ,tempslibre
soleil fuyant-,un peu plus de safran,dans le riz ,tempslibre
matin de l'Aïd~,figé au sol un moustique,gonflé de sang ,tempslibre
crépuscule d'été~,l'odeur des braises,qu'on éteint ,tempslibre
marées montantes-,la blancheur du linge,sur les toits,tempslibre
potager du matin~,croquer les concombres,sans les laver ,tempslibre
un scorpion,se hâte dans le patio-,sirocco ,tempslibre
salle d'attente du cardio~,la guerre,à portée de main ,tempslibre
nuit sans lune~,la blancheur de la boule,de sorbet ,tempslibre
jour de feu-,deux enfants,dans une bassine ,tempslibre
canicule-,on suffoque,chez le glacier ,tempslibre
clair de lune-,des glaces,de tous les parfums ,tempslibre
aube nue~,deux tractopelles ramassent,la plage ,tempslibre
pluie intermittente~,si près si loin,le grillon ,tempslibre
tas d'herbes sèches~,le printemps ,dans un sac poubelle ,tempslibre
me penchant,sur le premier jasmin~,lune pleine ,tempslibre
matin brumeux~,une rondelle de citron flotte,sur mon thé ,tempslibre
muezzin de l'aube-,les ronrons du chat,dans mon oreille ,tempslibre
un bol de soupe,puis un autre~,soir froid de Mars ,tempslibre
les jours rallongent-,dans les rangs de fèves,s'attarder un peu ,tempslibre
balade à la médina~,de ruelle en impasse,ma fille hâte le pas ,tempslibre
ce soir,je n'ai pas d'âge~,lune d'équinoxe ,tempslibre
sans arrêt,sourit le bébé~,arums des prairies ,tempslibre
école de campagne-,attachés à un arbre,deux ânes attendent ,tempslibre
lune à l'horizon~,la dernière poule,sur le perchoir ,tempslibre
jour froid,l'odeur de praline emplit,le souk,tempslibre
ah ce jour d'été,où me prit soudain une envie,de loukoum ! ,tempslibre
loukoum fondant~,le jerbi* n'a en bouche,que son île natale ,tempslibre
froid piquant~,une noix de crème fraîche ,dans la soupe d'ortie ,tempslibre
jour de neige~,mes joues rougies,par le four ,tempslibre
touffeur~,pour faire mûrir les grenades,dit-il ,tempslibre
matin brumeux~,l'odeur d'encens remonte,les escaliers ,tempslibre
les jours rallongent~,de plus en plus hautes,les orties ,tempslibre
aube du nouvel an~,le cri retentissant,du muezzin,tempslibre
matin du nouvel an~,sur ses lèvres,le rouge de la veille ,tempslibre
lune du nouvel an~,le conseil des chats,autour des poubelles ,tempslibre
première lune~,elle range le linge,de l'an passé ,tempslibre
grosse lune du loup~,quartier après quartier le panier,de sanguines ,tempslibre
longue nuit d'hiver~,de fenêtre en fenêtre,la lune,tempslibre
mince croissant de lune~,la voix du muezzin se perd,dans l'embouteillage ,tempslibre
jour le plus court~,la lente balade du soleil,dans le salon ,tempslibre
soleil pâle~,l'odeur du safran,dans la paella ,tempslibre
le burnous* de mon père,sur les épaules de mon neveu~,nouvelle année,tempslibre
lune froide~,à petit feu,l'assida blanche* ,tempslibre
l'hiver à grand pas~,dans la rue de plus en plus,de foulards ,tempslibre
matin gris,mais cet oeuf,dans la poêle ,tempslibre
jours courts~,ma place au soleil,dans la bibliothèque ,tempslibre
un voile de sucre ,sur le pamplemousse rose~,soleil sous la brume ,tempslibre
pluie froide~,une heure à épaissir l'assida,à feu doux ,tempslibre
nuit froide~,la douce berceuse,de la machine à coudre ,tempslibre
un pamplemousse rose,pour chasser le blues~,lune de l'aube ,tempslibre
premières gelées~,l'odeur de la muscade,dans le gratin ,tempslibre
siège social~,d'étage en étage la guerre,des parfums ,tempslibre
premiers froids~,dans chaque graine de bourghoul*,le goût de braise ,tempslibre
chuchotis de cocotte~,loin si loin le temps du bourghoul*,au feu de braise ,tempslibre
deux bottes de blettes,dans le tchich* ~,jour pluvieux ,tempslibre
le jour décline~,l'absence du chat,plus pesante ,tempslibre
brouillard épais~,le bruit des olives qui tombent,sur la bâche,tempslibre
lune croissante~,la voisine de nouveau,enceinte ,tempslibre
brouillard d'automne~,une vague connaissance,dans la nécrologie ,tempslibre
heure d'hiver~,un peu plus de chocolat,dans les muffins ,tempslibre
douceur d'Octobre~,le soleil fume ,dans la tasse de thé,tempslibre
plage d'automne~,l'acharnement des mouettes,sur une carcasse ,tempslibre
matin solitaire~,sur la tête du chat un mélange,de parfums ,tempslibre
longue nuit d'automne~,les profonds soupirs du chat ,dans mon oreille ,tempslibre
sous l'arbre vert,ramassant des figues sèches~,jour d'équinoxe ,tempslibre
lune ronde,à la porte la vieille égrène,son chapelet ,tempslibre
jour de rentrée~,le silence tombe ,sur le mûrier ,tempslibre
matin d'Aïd~,le rouge sang,des grenades ,tempslibre
lune voilée~,si brillants les yeux,du chat mort ,tempslibre
premiers frissons~,j'enterre le chat,dans ma robe d'été ,tempslibre
heure de sortie~,la conférence des cheveux blancs,devant les grilles ,tempslibre
le vent de nuit,serpente dans les ruelles~,querelles de chats ,tempslibre
pluie de fin d'été~,tous ces vieux objets,dans la cave ,tempslibre
herbe sèche~,toutes ces folies,que je n'ai pas faites ,tempslibre
ciel étoilé~,deux noces se disputent,le soir ,tempslibre
midi d'août~,le soleil mijote au fond,de la cocotte ,tempslibre
la jeune piqueuse,couchée sur sa machine connait-elle,Zalando! ,tempslibre
je tonds la pelouse~,l'ombre du palmier a déjà,franchi la clôture ,tempslibre
rien ne bouge,même pas les robes légères,sur la corde ,tempslibre
éclipse partielle~,le vieux chat,titubant ,tempslibre
conflit~,le garçon piétine l'ombre,de son père,tempslibre
Aube sur la vallée-,le chant des cueilleuses d'abricots,transperce la brume ,tempslibre
fenêtre sur vallée-,l'odeur de melon transperce,la nuit,tempslibre
soleil de Juillet-,tout l'hiver,sur la corde à linge ,tempslibre
fraîcheur de Juin,deux feuilles de menthe,dans la limonade ,tempslibre
marché de campagne~,le vent dans les fleurs,de sa robe ,tempslibre
bouquet de roses~,sur sa robe blanche,quelques gouttes de vin ,tempslibre
vieux puits~,avec le seau remonte,une ancienne douleur ,tempslibre
averse de juillet~,quelques gouttes d'eau de fleurs d'oranger,dans mon café ,tempslibre
pas un souffle,dans l'immense plaine~,étoiles filantes ,tempslibre
matin de juillet-,le coton parade,dans le ciel bleu ,tempslibre
amandes amères~,la plus joyeuse de écaleuses d'amandes,n'a plus de nez ,tempslibre
